No;Judul;Content;Date
1;Keselamatan Kerja Harga Mati PLN EPI Gelar Apel Bersama Peringati Bulan K3 di Samarinda;"<p><meta charset=""utf-8""></p><p style=""line-height:1.28;margin-bottom:8pt;margin-top:0;text-align:center"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""border-style:none;display:inline-block;font-style:normal;font-variant:normal;font-weight:400;height:351px;overflow:hidden;text-decoration:none;vertical-align:baseline;white-space:pre-wrap;width:624px""><img style=""margin-left:0;margin-top:0"" src=""https://lh7-us.googleusercontent.com/docsz/AD_4nXeACWtd_uHrlvqCW7jcgjd27lO0MRN79gexzJc0-QyGi6b1T9otAeyGHvR0Plxgah9LMi7UIR6_Rj0azrf76T33Aq0k9VZMEKure6oEybAhVjrM7UPviUc2-u5ioXWnTmHTO8-HXWpdk8SyWBWFyaymjz6UxtDwiMZ3s9RZvpv-gqCC-jt30ZA?key=ksiAxRggqmHtmehrho_TwA"" width=""624"" height=""351""></span></span></p><h1 style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:24pt;padding:0 0 6pt;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:23pt""><span style=""font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre-wrap""><strong>Keselamatan Kerja Harga Mati PLN EPI Gelar Apel Bersama Peringati Bulan K3 di Samarinda</strong></span></span></h1><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:6pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Samarinda, 21 Mei 2024 - Subholding PLN Energi Primer Indonesia (""PLN EPI"") menegaskan komitmen keselamatan kerja dalam seluruh proses bisnis perusahaan sebagai prioritas kerja. Dalam Apel bersama PLN EPI Grup dalam rangkaian bulan Keselamatan dan Kesehatan Kerja (K3) Nasional 2024 yang berlangsung di lokasi kerja PLN Energi Gas Tanjung Batu, Kalimantan Timur dan mengusung tema Budayakan K3, Sehat dan Selamat Dalam Bekerja, Terjaga Keberlangsungan Usaha ini&nbsp; PLN EPI akan terus meningkatkan budaya K3 di lingkungan PLN EPI beserta Anak Perusahaannya sejalan dengan penekanan K3 yang diungkapkan Menteri Ketenagakerjaan Republik Indonesia, Ida Fauziyah.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Direktur Utama PLN EPI, Iwan Agung Firstantara menegaskan PLN EPI selalu siap berkontribusi dalam menegakkan prinsip K3 pada seluruh proses bisnis perusahaan sebagai prioritas kerja. Mengemban tugas sebagai penjamin rantai pasok energi primer di Indonesia, implementasi K3 jadi prinsip utama agar seluruh pasokan energi primer terdistribusi dengan baik ke seluruh pembangkit. Safety Culture harus menjadi bagian dari kehidupan kerja.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Direktur Manajemen Human Capital dan Administrasi PLN EPI, Dedeng Hidayat selaku pemimpin Apel mengatakan harapannya terkait pelaksanaan K3 di PLN EPI Grup agar seluruh Pegawai mampu beradaptasi mengimplementasikan sistem manajemen terkait K3 sesuai dengan industri maupun proses bisnis dari tiap entitas dengan mengikuti semua peraturan perundang-undangan dan menjalin komunikasi dengan stakeholder-stakeholder terkait dalam hal pengawasan dan pembinaan. Hal ini dilakukan untuk berlangsungnya perbaikan berkelanjutan terhadap implementasi K3 sehingga tercapainya Zero Accident di lingkungan PLN EPI Grup.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">“Komitmen mengutamakan Keselamatan Kerja dan meningkatkan Awareness terhadap budaya K3 Zero Accident pada setiap proses bisnis yang dilakukan ini tak pernah terlewat kami sampaikan, karena tidak ada yang lebih berharga dari nyawa manusia�, tambahnya.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Selain melaksanakan Apel Bersama, PLN EPI juga mengadakan beberapa kegiatan dalam rangkaian peringatan bulan K3 nasional tahun 2024 diantaranya, Awareness Pemahaman dan Pencegahan IMS-HIV/AIDS di tempat kerja, Awareness Pemahaman K3 Lingkungan Kerja, Lomba Cerdas Cermat, Lomba Video K3 PLN EPI Grup, pelaksanaan kegiatan yang bersifat implementatif seperti inspeksi peralatan sistem pemadam kebakaran dan peralatan P3K serta berkolaborasi dengan Anak Perusahaan dalam pelaksanaan Awareness Sistem Manajemen Keselamatan Pertambangan dan Awareness Sistem Manajemen Keselamatan Pengoperasian Kapal dan Pencegahan Pencemaran Laut.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Diharapkan dengan adanya serangkaian kegiatan ini seluruh Pegawai dan Tenaga Alih Daya PLN EPI Grup dapat meningkatkan pemahaman K3 dan menerapkannya untuk diri sendiri dan sekitar.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr"">&nbsp;</p>";01/06/2024
2;Jadi Energi Alternatif Transisi Energi PLN EPI Gandeng Perusahaan Jepang Perkuat Rantai Pasok LNG dan Green Energy di Indonesia;"<p><meta charset=""utf-8""></p><p style=""line-height:1.28;margin-bottom:8pt;margin-top:0;text-align:center"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""border-style:none;display:inline-block;font-style:normal;font-variant:normal;font-weight:400;height:416px;overflow:hidden;text-decoration:none;vertical-align:baseline;white-space:pre-wrap;width:624px""><img style=""margin-left:0;margin-top:0"" src=""https://lh7-us.googleusercontent.com/docsz/AD_4nXfywcZGTzL1KUpKReIwdvwFNg6dF4tvpE18TCnmcEJLoLu4-aKD7upwI4faUN-42g5CIwSvbpNPupSEgV6r6vKcBq5GSJIdgjp34sAJd5zkko4KycDYdl-2JiFtyHrth9sfIERf8a2CDKnS24lzzztIVQBKS8dYTfk9i2VLeFWbeFWqNjkycw?key=58mGPS-RZIto-7x2u4UUSQ"" width=""624"" height=""416""></span></span></p><h1 style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:24pt;padding:0 0 6pt;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:23pt""><span style=""font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre-wrap""><strong>Sukseskan Pesta Demokrasi 14 Februari PLN EPI Amankan Pasokan Energi Primer ke Pembangkit</strong></span></span></h1><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:6pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Jakarta, 24 Mei 2024 - Sub Holding PLN Energi Primer Indonesia (PLN EPI) memastikan seluruh pasokan energi primer ke pembangkit berjalan aman. Kesiapan pasokan energi primer ini untuk mendukung suksesnya pesta demokrasi, Pemilihan Umum (Pemilu) 14 Februari 2024.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Direktur Utama PLN EPI Iwan Agung Firstantara menjelaskan per tanggal 11 Februari 2024, seluruh stok batubara secara umum berada di atas 20 Hari Operasi Pembangkit (HOP). Tak hanya itu, seluruh energi primer baik itu gas maupun BBM dalam posisi yang aman.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"" &gt;>""Kami memastikan seluruh pasokan energi primer ke pembangkit terjaga dengan baik. Kami mendukung skema anti blackout dengan pasokan sumber energi yang andal,"" kata Iwan.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Iwan merinci, stok rata-rata batubara PLTU PLN di Jamali sebesar 27,5 HOP. Sedangkan di Sumatera - Kalimantan sebesar 24,8 HOP dan Sulawesi-Maluku-Papua-Nusa Tenggara (Sulmapana) sebesar 33,2 HOP.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Pasokan batubara untuk kelistrikan umum tahun 2024 - 2026 telah dipenuhi melalui Penugasan kepada Sumber Tambang sesuai Surat Direktorat Jenderal Mineral dan Batubara, nomor: B-1839/MB.05/DBB.OP/2023, tanggal 2 Desember 2023.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Tak hanya pasokan batubara, stok pasokan gas untuk pembangkit di setiap regional juga dalam kondisi aman sesuai dengan kebutuhan operasi sistem (P2B). Pasokan gas di wilayah Jawa, Madura, Bali (Jamali) tercatat sebesar 600,49 (BBTU). Kondisi stok gas di wilayah Sumatera juga dalam kondisi aman yakni di angka 162,4 BBTUD.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Sedangkan untuk stok pasokan BBM juga terpantau dalam kondisi aman dan terpenuhi dengan HOP di range angka 10 HOP.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"" &gt;>""Lewat transformasi digital kami bisa memonitor secara&nbsp;</span><i><span style=""font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">real time</span></i><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">kondisi pasokan energi primer ke pembangkit. Kami memastikan seluruh proses berjalan secara andal untuk bisa menyukseskan pesta demokrasi tahun ini,"" tutup Iwan.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">&nbsp;</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">&nbsp;</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr"">&nbsp;</p>";01/06/2024
3;Sukseskan Pesta Demokrasi 14 Februari PLN EPI Amankan Pasokan Energi Primer ke Pembangkit;"<p><meta charset=""utf-8""></p><p style=""line-height:1.28;margin-bottom:8pt;margin-top:0;text-align:center"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""border-style:none;display:inline-block;font-style:normal;font-variant:normal;font-weight:400;height:416px;overflow:hidden;text-decoration:none;vertical-align:baseline;white-space:pre-wrap;width:624px""><img style=""margin-left:0;margin-top:0"" src=""https://lh7-us.googleusercontent.com/docsz/AD_4nXfywcZGTzL1KUpKReIwdvwFNg6dF4tvpE18TCnmcEJLoLu4-aKD7upwI4faUN-42g5CIwSvbpNPupSEgV6r6vKcBq5GSJIdgjp34sAJd5zkko4KycDYdl-2JiFtyHrth9sfIERf8a2CDKnS24lzzztIVQBKS8dYTfk9i2VLeFWbeFWqNjkycw?key=58mGPS-RZIto-7x2u4UUSQ"" width=""624"" height=""416""></span></span></p><h1 style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:24pt;padding:0 0 6pt;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:23pt""><span style=""font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre-wrap""><strong>Sukseskan Pesta Demokrasi 14 Februari PLN EPI Amankan Pasokan Energi Primer ke Pembangkit</strong></span></span></h1><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:6pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Jakarta, 24 Mei 2024 - Sub Holding PLN Energi Primer Indonesia (PLN EPI) memastikan seluruh pasokan energi primer ke pembangkit berjalan aman. Kesiapan pasokan energi primer ini untuk mendukung suksesnya pesta demokrasi, Pemilihan Umum (Pemilu) 14 Februari 2024.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Direktur Utama PLN EPI Iwan Agung Firstantara menjelaskan per tanggal 11 Februari 2024, seluruh stok batubara secara umum berada di atas 20 Hari Operasi Pembangkit (HOP). Tak hanya itu, seluruh energi primer baik itu gas maupun BBM dalam posisi yang aman.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"" &gt;>""Kami memastikan seluruh pasokan energi primer ke pembangkit terjaga dengan baik. Kami mendukung skema anti blackout dengan pasokan sumber energi yang andal,"" kata Iwan.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Iwan merinci, stok rata-rata batubara PLTU PLN di Jamali sebesar 27,5 HOP. Sedangkan di Sumatera - Kalimantan sebesar 24,8 HOP dan Sulawesi-Maluku-Papua-Nusa Tenggara (Sulmapana) sebesar 33,2 HOP.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Pasokan batubara untuk kelistrikan umum tahun 2024 - 2026 telah dipenuhi melalui Penugasan kepada Sumber Tambang sesuai Surat Direktorat Jenderal Mineral dan Batubara, nomor: B-1839/MB.05/DBB.OP/2023, tanggal 2 Desember 2023.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Tak hanya pasokan batubara, stok pasokan gas untuk pembangkit di setiap regional juga dalam kondisi aman sesuai dengan kebutuhan operasi sistem (P2B). Pasokan gas di wilayah Jawa, Madura, Bali (Jamali) tercatat sebesar 600,49 (BBTU). Kondisi stok gas di wilayah Sumatera juga dalam kondisi aman yakni di angka 162,4 BBTUD.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">Sedangkan untuk stok pasokan BBM juga terpantau dalam kondisi aman dan terpenuhi dengan HOP di range angka 10 HOP.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"" &gt;>""Lewat transformasi digital kami bisa memonitor secara&nbsp;</span><i><span style=""font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">real time</span></i><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">kondisi pasokan energi primer ke pembangkit. Kami memastikan seluruh proses berjalan secara andal untuk bisa menyukseskan pesta demokrasi tahun ini,"" tutup Iwan.</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">&nbsp;</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr""><span style=""background-color:transparent;color:#000;font-family:Calibri,sans-serif;font-size:12pt""><span style=""font-style:normal;font-variant:normal;font-weight:400;text-decoration:none;vertical-align:baseline;white-space:pre-wrap"">&nbsp;</span></span></p><p style=""background-color:#fff;line-height:1.28;margin-bottom:0;margin-top:0;padding:12pt 0 0;text-align:justify"" dir=""ltr"">&nbsp;</p>";01/06/2024
